Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Business Intelligence Analyst,$38K-$68K (Glassdoor est.),-1,Inspire Recruitment Inc.,"Austin, TX",-1,-1,-1,-1,-1,-1
Data Engineer - Customer Analytics Platform,$38K-$68K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Big Data Consultant,$73K-$111K (Glassdoor est.),4.7,"Sharpedge Solutions Inc
4.7","Austin, TX",Unknown,-1,Company - Private,Publishing,Media,Less than $1 million (USD)
Senior Data Scientist and Machine Learning Expert,$73K-$111K (Glassdoor est.),2.4,"Ayata
2.4","Austin, TX",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD)
"Data Scientist - Big Data, ML, NLP",$73K-$111K (Glassdoor est.),4.2,"CyberCoders
4.2","Austin, TX",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Big Data Engineer,$73K-$111K (Glassdoor est.),4.3,"Onica Group
4.3","Austin, TX",201 to 500 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
SOC Architecture Modeling Engineer,$73K-$111K (Glassdoor est.),3.9,"Amazon
3.9","Austin, TX",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Data Engineer (Mid-Level),$73K-$111K (Glassdoor est.),4.2,"CyberCoders
4.2","Austin, TX",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Algorithm Design and Analysis Engineering Scientist,$73K-$111K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
Data Engineer,$73K-$111K (Glassdoor est.),4,"LMI
4.0","Austin, TX",1001 to 5000 employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD)
Business Intelligence Analyst,$73K-$111K (Glassdoor est.),3.6,"Iconma, L.L.C.
3.6","Austin, TX",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Engineer,$73K-$111K (Glassdoor est.),-1,"Spruce Services, Inc","Austin, TX",1 to 50 employees,2006,Company - Private,Building & Personnel Services,Business Services,Less than $1 million (USD)
BI Data Analyst and Specialist,$73K-$111K (Glassdoor est.),-1,Sam Bharath,"West Lake Hills, TX",-1,-1,-1,-1,-1,-1
Data Analyst III,$73K-$111K (Glassdoor est.),3.7,"Wellcare
3.7","Austin, TX",5001 to 10000 employees,1985,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Digital Analytics and Data Science Manager,$73K-$111K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Information Systems Engineering Specialist (Engineering Scientist),$73K-$111K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
"Data Engineer -- Austin, TX -- 6 Months+ Contract",$73K-$111K (Glassdoor est.),3.9,"Staffing Technologies
3.9","Austin, TX",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
Senior Claims Data Analyst,$73K-$111K (Glassdoor est.),2.8,"Healthgrades
2.8","Austin, TX",501 to 1000 employees,1998,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
"Senior Data Scientist 8+ Yrs Experience - (Remote/WFH, India)",$73K-$111K (Glassdoor est.),-1,SIERA.AI,"Austin, TX",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
"Senior SW Engineer, Data Science ( Kubernetes/ Docker ) Remote USA",$73K-$111K (Glassdoor est.),3.3,"FireEye Inc
3.3","Austin, TX",1001 to 5000 employees,2004,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Medical Lab Scientist (MLS) 2:00pm-10:30pm,$73K-$111K (Glassdoor est.),3.3,"Ascension
3.3","Austin, TX",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Analytical Consultant,$73K-$111K (Glassdoor est.),3.8,"SAS Institute
3.8","Austin, TX",10000+ employees,1976,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
Data Engineer,$73K-$111K (Glassdoor est.),-1,"Integrated Technology Strategies, Inc.","Austin, TX",1 to 50 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$1 to $5 million (USD)
"Tenured/Tenure-Track Professor, Department of Statistics & Data Sciences",$73K-$111K (Glassdoor est.),4.3,"University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
"Data Scientist Active Secret Clearance - Austin, TX",$73K-$111K (Glassdoor est.),3.9,"Deloitte
3.9","Austin, TX",10000+ employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Celonis Data Engineer & Analyst,$73K-$111K (Glassdoor est.),-1,SNIPEBRIDGE,"Austin, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Engineer,$73K-$111K (Glassdoor est.),4.8,"EtiVenture, Inc.
4.8","Austin, TX",1 to 50 employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Analyst II,$73K-$111K (Glassdoor est.),3.3,"Centene Corporation
3.3","Austin, TX",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Electronics Engineering Scientist,$73K-$111K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
Senior Data Engineer,$73K-$111K (Glassdoor est.),5,"Uplink Talent Solutions
5.0","Austin, TX",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Science Instructor,$73K-$111K (Glassdoor est.),3.7,"General Assembly
3.7","Austin, TX",501 to 1000 employees,2011,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
Senior Data Analyst,$73K-$111K (Glassdoor est.),3.7,"Cloudflare
3.7","Austin, TX",1001 to 5000 employees,2010,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Information Systems Engineering Specialist (Engineering Scientist),$82K-$129K(Employer est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Data Analyst III,$82K-$129K(Employer est.),2.8,"Texas Health & Human Services Commission
2.8","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
Senior Data Engineer (ATX),$82K-$129K(Employer est.),3.1,"Ethos
3.1","Austin, TX",1 to 50 employees,-1,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD)
Data Engineer (remote),$82K-$129K(Employer est.),3.3,"Thrivent
3.3","Austin, TX",5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD)
Data Engineer,$82K-$129K(Employer est.),3.9,"Octo Consulting Group
3.9","Austin, TX",501 to 1000 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Data Engineer,$82K-$129K(Employer est.),4,"WorldQuant
4.0","Austin, TX",501 to 1000 employees,2007,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Engineer (Python/C#),$82K-$129K(Employer est.),3.2,"Dimensional Fund Advisors
3.2","Austin, TX",1001 to 5000 employees,1981,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD)
Data Engineer,$82K-$129K(Employer est.),-1,BuildGroup Data Services,"Austin, TX",-1,-1,-1,-1,-1,-1
Senior Data Engineer,$82K-$129K(Employer est.),4.3,"H E B
4.3","Austin, TX",10000+ employees,1905,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
Data Engineer,$82K-$129K(Employer est.),3.4,"OBXtek
3.4","Austin, TX",501 to 1000 employees,2009,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Senior Data Analyst,$82K-$129K(Employer est.),3.7,"Bazaarvoice
3.7","Austin, TX",501 to 1000 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Jr. Data Engineer,$82K-$129K(Employer est.),3.6,"IPT Associates
3.6","Austin, TX",51 to 200 employees,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Engineer,$82K-$129K(Employer est.),2.6,"InfoWay Solutions LLC
2.6","Austin, TX",1 to 50 employees,-1,Company - Public,Internet,Information Technology,Unknown / Non-Applicable
Data Engineer,$82K-$129K(Employer est.),4.2,"Procore Technologies
4.2","Austin, TX",1001 to 5000 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Machine Learning Engineer (Imaging),$82K-$129K(Employer est.),2.9,"Samsung Austin Semiconductor
2.9","Austin, TX",1001 to 5000 employees,1996,Subsidiary or Business Segment,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable
Data Engineer,$82K-$129K(Employer est.),4.2,"Horn Solutions Inc.
4.2","Austin, TX",1 to 50 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD)
Business Intelligence and Data Analyst,$82K-$129K(Employer est.),3.9,"Teacher Retirement System of Texas
3.9","Austin, TX",501 to 1000 employees,1937,Government,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
Data Engineer III (E3),$82K-$129K(Employer est.),3.7,"Applied Materials
3.7","Austin, TX",10000+ employees,1967,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD)
Technical Data Analyst,$82K-$129K(Employer est.),3.3,"Ascension
3.3","Austin, TX",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
20-63 Flood Planning Data Analyst (Data Analyst III),$82K-$129K(Employer est.),2.8,"Texas Water Development Board
2.8","Austin, TX",201 to 500 employees,1957,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
Data Analyst - Public Sector,$82K-$129K(Employer est.),3.8,"Sense Corp
3.8","Austin, TX",201 to 500 employees,1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD)
Data Scientist with Security Clearance,$82K-$129K(Employer est.),3.1,"Federal Data Systems Inc
3.1","Austin, TX",1 to 50 employees,-1,Contract,IT Services,Information Technology,$5 to $10 million (USD)
Data Analyst III,$82K-$129K(Employer est.),3.3,"Centene Corporation
3.3","Austin, TX",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Data Management & Analytics - Consultant,$82K-$129K(Employer est.),3.4,"Guidehouse
3.4","Austin, TX",5001 to 10000 employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Principal Machine Learning Engineer,$82K-$129K(Employer est.),3.9,"ForgeRock
3.9","Austin, TX",501 to 1000 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD)
Data Science Resident - Galvanize Data Science Immersive Grads Only,$82K-$129K(Employer est.),-1,Galvanize Inc.,"Austin, TX",51 to 200 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable
Data Analyst III,$82K-$129K(Employer est.),3.1,"Seven Seven Softwares
3.1","Austin, TX",201 to 500 employees,1996,Company - Public,IT Services,Information Technology,$10 to $25 million (USD)
MDM/Master Data Analyst ( Tibco EBX ),$82K-$129K(Employer est.),4.4,"Vsion Technologies Inc
4.4","Austin, TX",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Data Analyst III,$82K-$129K(Employer est.),3.3,"Superior HealthPlan
3.3","Austin, TX",1001 to 5000 employees,1999,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
Data Architect,$82K-$129K(Employer est.),3.5,"General Dynamics Information Technology
3.5","Austin, TX",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD)
"Senior SW Engineer, Data Science",$74K-$144K (Glassdoor est.),3.3,"FireEye Inc
3.3","Austin, TX",1001 to 5000 employees,2004,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Senior Claims Data Analyst,$74K-$144K (Glassdoor est.),2.6,"MedSeek
2.6","Austin, TX",51 to 200 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
SoC Power Modeling Engineer,$74K-$144K (Glassdoor est.),4.1,"Apple
4.1","Austin, TX",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Business Data Modeler,$74K-$144K (Glassdoor est.),3.4,"E2open
3.4","Austin, TX",1001 to 5000 employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Data engineer,$74K-$144K (Glassdoor est.),3.3,"Saicon Consultants Inc.
3.3","Austin, TX",201 to 500 employees,1998,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Lead Data Engineer/Architect,$74K-$144K (Glassdoor est.),4.6,"Housecall Pro
4.6","Austin, TX",51 to 200 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Principal Data Engineer - Kafka SME,$74K-$144K (Glassdoor est.),4.2,"Procore Technologies
4.2","Austin, TX",1001 to 5000 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Data Engineer,$74K-$144K (Glassdoor est.),4.2,"NRCCUA
4.2","Austin, TX",51 to 200 employees,1972,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
Senior Strategy Data Analyst,$74K-$144K (Glassdoor est.),3.6,"Central Health
3.6","Austin, TX",51 to 200 employees,-1,Government,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD)
Machine Learning Engineer | Research Scientist,$74K-$144K (Glassdoor est.),-1,Synthetik Applied Technologies,"Austin, TX",-1,-1,-1,-1,-1,-1
Data Analyst/Data Entry/Federal Data Entry/Data Specialist,$74K-$144K (Glassdoor est.),3.9,"ARK Solutions, Inc.
3.9","Austin, TX",1 to 50 employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Managed Care Data Analyst,$74K-$144K (Glassdoor est.),2.6,"Sonic Healthcare USA
2.6","Austin, TX",10000+ employees,1987,Company - Public,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD)
Senior Data Engineer,$74K-$144K (Glassdoor est.),5,"Unizin
5.0","Austin, TX",1 to 50 employees,2014,Nonprofit Organization,Colleges & Universities,Education,Unknown / Non-Applicable
Data Analyst IV,$74K-$144K (Glassdoor est.),2.8,"Texas Health & Human Services Commission
2.8","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
Sr. Machine Learning Engineer,$74K-$144K (Glassdoor est.),3.7,"Bazaarvoice
3.7","Austin, TX",501 to 1000 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Advanced Python Data Engineer,$74K-$144K (Glassdoor est.),4,"Latitude, Inc.
4.0","Austin, TX",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD)
Senior Data Engineer,$74K-$144K (Glassdoor est.),4.7,"SADA
4.7","Austin, TX",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
System/Data Analyst,$74K-$144K (Glassdoor est.),3.7,"22nd Century Technologies
3.7","Austin, TX",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Teradata Data Engineer,$74K-$144K (Glassdoor est.),5,"pddninc.net
5.0","Austin, TX",51 to 200 employees,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Less than $1 million (USD)
"Business Applications, Infor Analytics Consultant",$74K-$144K (Glassdoor est.),3.7,"Grant Thornton
3.7","Austin, TX",5001 to 10000 employees,1924,Company - Private,Accounting,Accounting & Legal,$1 to $2 billion (USD)
Analytical Consultant #2020,$74K-$144K (Glassdoor est.),3.8,"SAS Institute, Inc
3.8","Austin, TX",10000+ employees,1976,Company - Private,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD)
Data Architect,$74K-$144K (Glassdoor est.),3.5,"General Dynamics
3.5","Austin, TX",10000+ employees,1952,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
Data Analyst Junior,$74K-$144K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Austin, TX",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
"Data Engineer - Austin, TX (remote)",$74K-$144K (Glassdoor est.),5,"Georgia IT Inc.
5.0","Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD)
Data Engineer-Sr Specialist,$74K-$144K (Glassdoor est.),3.3,"Ascension
3.3","Austin, TX",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Signal Processing and Automation Engineering Scientist,$74K-$144K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
TSDS Data QA Analyst (Data Analyst IV),$74K-$144K (Glassdoor est.),2.8,"Texas Education Agency
2.8","Austin, TX",501 to 1000 employees,-1,Government,State & Regional Agencies,Government,$100 to $500 million (USD)
Big Data Engineer,$74K-$144K (Glassdoor est.),4,"CYNET SYSTEMS
4.0","Austin, TX",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Quantum Principal Data Scientist- Industrial Discrete Sector Industry,$74K-$144K (Glassdoor est.),3.7,"IBM Corporation
3.7","Austin, TX",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD)
Senior Data Analyst,$74K-$144K (Glassdoor est.),-1,Iris Plans Inc.,"Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Marketing Analytics Manager,$41K-$66K (Glassdoor est.),4.3,"Aceable
4.3","Austin, TX",51 to 200 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable
"Research Engineering/Scientist Associate II, Department of Pediatrics, Dell Medical School",$41K-$66K (Glassdoor est.),4.3,"University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
"Senior Data Engineer (St. Louis, Austin or Toronto)",$41K-$66K (Glassdoor est.),4.1,"Mastercard
4.1","Austin, TX",10000+ employees,1966,Company - Public,Financial Transaction Processing,Finance,$5 to $10 billion (USD)
"Scientist III, Bioinformatics",$41K-$66K (Glassdoor est.),3.4,"Thermo Fisher Scientific
3.4","Austin, TX",10000+ employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Medical Lab Scientist (MLS)- Evening Shift,$41K-$66K (Glassdoor est.),3.3,"Ascension
3.3","Austin, TX",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
"Head of Data Science, Insights, & Analytics Job Description",$41K-$66K (Glassdoor est.),3.9,"Onnit
3.9","Austin, TX",51 to 200 employees,2010,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable
9-1-1 Data Analyst,$41K-$66K (Glassdoor est.),-1,911 Datamaster Inc,"Austin, TX",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD)
Simulation Engineering Scientist,$41K-$66K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
Senior Data Engineer (ATX),$41K-$66K (Glassdoor est.),4.2,"Ethos Life
4.2","Austin, TX",51 to 200 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
System Test Engineering Scientist,$41K-$66K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
Simulation Data Analyst,$41K-$66K (Glassdoor est.),2.7,"Hyliion
2.7","Cedar Park, TX",1 to 50 employees,2015,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable
Financial Controller / Data Analyst / Spreadsheet Superstar,$41K-$66K (Glassdoor est.),-1,VIAHART,"Austin, TX",-1,-1,-1,-1,-1,-1
"Associate, Strategy and Operations (Data Analyst IV)",$41K-$66K (Glassdoor est.),2.8,"TEXAS EDUCATION AGENCY
2.8","Austin, TX",501 to 1000 employees,-1,Government,State & Regional Agencies,Government,$100 to $500 million (USD)
Computer Vision Engineer and Research Scientist,$59K-$113K (Glassdoor est.),-1,Synthetik Applied Technologies,"Austin, TX",-1,-1,-1,-1,-1,-1
Senior Business Intelligence Analyst,$59K-$113K (Glassdoor est.),4,"Natera
4.0","Austin, TX",501 to 1000 employees,2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Sr. Data Engineer,$59K-$113K (Glassdoor est.),3.9,"Bright Health
3.9","Austin, TX",201 to 500 employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
Scientist III (Molecular Biology),$59K-$113K (Glassdoor est.),3.7,"Infotree Service Inc
3.7","Austin, TX",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD)
Scientist III - IVD Product Development,$59K-$113K (Glassdoor est.),3.4,"Thermo Fisher Scientific
3.4","Austin, TX",10000+ employees,1902,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Digital Signal Processing Scientist,$59K-$113K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
"Senior Scientist, Bioanalytical Study Management",$59K-$113K (Glassdoor est.),3.4,"Worldwide Clinical Trials
3.4","Austin, TX",1001 to 5000 employees,1986,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
Dev/Ops/Build and Release Engineering Scientist,$59K-$113K (Glassdoor est.),4.3,"The University of Texas at Austin
4.3","Austin, TX",10000+ employees,1883,College / University,Colleges & Universities,Education,$1 to $2 billion (USD)
19-84R Team Lead (Data Analyst IV),$59K-$113K (Glassdoor est.),2.8,"Texas Water Development Board
2.8","Austin, TX",201 to 500 employees,1957,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
Data Engineer II Spectrum Enterprise,$59K-$113K (Glassdoor est.),-1,NaviSite,"Austin, TX",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"AVP, Big Data and Machine Learning Solutions Architect",$59K-$113K (Glassdoor est.),3.5,"LPL Financial
3.5","Austin, TX",1001 to 5000 employees,1968,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD)
Clinical Data Reporter's,$59K-$113K (Glassdoor est.),2.8,"Austin Staffing, Inc.
2.8","Austin, TX",501 to 1000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Sr Advanced Data Architect/Data Engineer,$70K-$129K (Glassdoor est.),3.3,"Ademco Inc.
3.3","Austin, TX",501 to 1000 employees,-1,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable
"Clinical Data (Data Entry) Operator I Swing Shift, Tuesday-Saturday",$70K-$129K (Glassdoor est.),4,"Natera
4.0","Austin, TX",501 to 1000 employees,2004,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
"Data Engineer, Senior",$70K-$129K (Glassdoor est.),3.8,"Booz Allen Hamilton Inc.
3.8","Austin, TX",10000+ employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Data Analyst V,$70K-$129K (Glassdoor est.),2.8,"Texas Health & Human Services Commission
2.8","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
Field Application Scientist,$70K-$129K (Glassdoor est.),-1,L7 Informatics Inc,"Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Engineer,$70K-$129K (Glassdoor est.),4.9,"Dutech Systems Inc
4.9","Round Rock, TX",51 to 200 employees,2015,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Sr Snowflake Data Engineer,$70K-$129K (Glassdoor est.),4.8,"EtiVenture, Inc.
4.8","Austin, TX",1 to 50 employees,2008,Company - Private,Consulting,Business Services,$10 to $25 million (USD)
Data Analyst / Data Management /ETL / Talend /Alteryx,$70K-$129K (Glassdoor est.),2.5,"Avacend, Inc.
2.5","Austin, TX",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Chief Data Engineer - Army Futures Command,$70K-$129K (Glassdoor est.),3.7,"SAIC
3.7","Austin, TX",10000+ employees,2013,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD)
Data Sciences Program Manager with Security Clearance,$70K-$129K (Glassdoor est.),3.5,"Universal Solutions International, Inc.
3.5","Austin, TX",51 to 200 employees,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD)
Algorithm Design and Analysis Engineering Scientist,$70K-$129K (Glassdoor est.),3.8,"Applied Research Laboratories
3.8","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable
Scientist III (Molecular Biology),$70K-$129K (Glassdoor est.),3.3,"Chipton-Ross
3.3","Austin, TX",51 to 200 employees,1983,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
Staff Big Data Engineer,$70K-$129K (Glassdoor est.),2.7,"Integral
2.7","Austin, TX",201 to 500 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD)
Senior Data Engineer,$70K-$129K (Glassdoor est.),4.3,"Infoblox Inc.
4.3","Austin, TX",1001 to 5000 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Senior Cloud Data Analyst,$70K-$129K (Glassdoor est.),4.6,"NVIDIA
4.6","Austin, TX",10000+ employees,1993,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Chief Architect - Systems and Data Management Software,$70K-$129K (Glassdoor est.),3.5,"National Instruments Corporation
3.5","Austin, TX",5001 to 10000 employees,1976,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$1 to $2 billion (USD)
Medical Lab Scientist (MLS) AM/PM,$70K-$129K (Glassdoor est.),3.7,"Allegan General Hospital
3.7","Kyle, TX",201 to 500 employees,1938,Company - Private,-1,-1,$25 to $50 million (USD)
Data Engineer,$70K-$129K (Glassdoor est.),3.3,"Pro-Sphere Tek
3.3","Austin, TX",201 to 500 employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD)
Jr. Data Engineer with Security Clearance,$70K-$129K (Glassdoor est.),3.6,"IPT Associates
3.6","Austin, TX",51 to 200 employees,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Mid-Level Data Engineer,$70K-$129K (Glassdoor est.),4.5,"Applied Information Sciences
4.5","Austin, TX",501 to 1000 employees,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Senior Data Science Engineer,$70K-$129K (Glassdoor est.),4.7,"Valkyrie Intelligence
4.7","Austin, TX",1 to 50 employees,2017,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Scientist III (Molecular Biology),$70K-$129K (Glassdoor est.),3.2,"Calsoft Labs
3.2","Austin, TX",1001 to 5000 employees,1992,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
